,Country,Population,GDP,GrossOutput,GDPperCap,GDPperGrossOut
0,AUS,20394.8,701308.0917,1484266.354,34.38661284739247,0.47249477144720076
1,AUT,8227.83,279646.061,561338.1688,33.98782680244973,0.49817752745695704
2,BEL,10478.62,346475.3807,781713.0664,33.06498190601434,0.44322577630128757
3,BRA,186917.36,778200.4468,1634664.594,4.163339599917312,0.47606123583783944
4,BGR,7658.97,25414.35039,64677.15111,3.3182464992028953,0.39294171053973004
5,EST,13421.93,12379.41749,28656.35102,0.9223276749319956,0.43199559781215996
6,CAN,32312.0,1093591.28,2119134.071,33.84474127259222,0.5160557300104869
7,CHN,1303720.0,2257160.588,6707046.563999999,1.7313231276654497,0.3365356966679321
8,HRV,4442.0,38437.98774,80749.95315,8.653306560108058,0.47601250824998154
9,CYP,1027.66,16852.30041,30791.321219999998,16.398712035108886,0.5473068300509906
10,CZE,10211.22,123247.7356,312337.7072,12.06983451536643,0.3945976830811544
11,DNK,5419.43,225202.4809,450289.7049,41.55464336655331,0.5001279808296145
12,FIN,5246.1,178678.8861,383159.1621,34.059374792703146,0.4663307152064575
13,FRA,63179.35,1980806.256,3875851.723,31.352115145217546,0.5110634765116374
14,DEU,82469.42,2590323.193,5185113.948,31.40949933927024,0.4995691934598927
15,GRC,10987.31,222470.7943,399975.9965,20.247976465577107,0.556210363238635
16,HUN,10087.07,97088.46298,227451.1263,9.625041065443186,0.4268541754853469
17,IND,1144118.67,786134.2824,1608557.1230000001,0.6871090412325848,0.48872015246424044
18,IDN,226712.73,303947.6662,602121.4777,1.3406731337935895,0.5047945928802067
19,IRL,4159.91,185194.7354,434691.8991,44.51892839027768,0.426036776354547
20,ITA,57969.48,1672451.343,3609145.172,28.85054934079105,0.4633926493106995
21,JPN,127773.0,4530129.951,8632723.076,35.454516611490696,0.5247625704100601
22,KOR,48184.56,810642.8933,1945950.5880000002,16.8237064590815,0.41657938197349537
23,LVA,2238.8,15157.93406,33959.76854,6.770561934965159,0.4463497459396995
24,LTU,3322.53,23649.81105,45498.44643,7.118012794466867,0.5197938150786218
25,LUX,465.16,32991.49873,96571.22923,70.92505531430045,0.3416286506142053
26,MLT,403.83,5580.069933,14064.4587,13.817868739321002,0.39674971159750355
27,MEX,108472.23,828814.0613,1435254.981,7.640794895615218,0.5774681657767401
28,NLD,16319.87,605133.9723,1250410.075,37.07958288270679,0.4839484137233939
29,NOR,4623.29,275533.9562,495268.355,59.5969442107244,0.5563326495996297
30,POL,38165.44,267587.2808,603394.7754,7.011245797244837,0.44346966813329153
31,PRT,10503.33,171187.7229,365509.6736,16.298423728474685,0.4683534671296864
32,ROU,21319.69,88222.44386,188250.3232,4.138073483244832,0.4686443155068113
33,RUS,143518.52,654819.8392,1309118.822,4.562615606682678,0.5001989339665915
34,SVK,5372.81,43443.34995,107333.359,8.08577819613945,0.404751610820267
35,SVN,2000.47,31960.247410000004,69632.83951,15.976369258224318,0.4589823944406314
36,ESP,43653.15,1037886.693,2308764.701,23.775757144673406,0.44954199644097903
37,SWE,9029.57,343431.2538,704701.8021,38.034065165893836,0.4873426643391296
38,CHE,7437.11,392457.8024,806794.7053,52.77020272659676,0.4864407262738143
39,TUR,67903.41,425591.1119,909018.0216,6.267595572888018,0.46818776062426093
40,GBR,60401.21,2171349.455,4176743.9639999997,35.948774122240266,0.5198665452599431
41,USA,295516.6,13093722.0,23514906.0,44.30790689930786,0.5568264657319915
