,Country,Population,GDP,GrossOutput,GDPperCap,GDPperGrossOut
0,AUS,22340.02,1441861.118,2931207.751,64.54162162791259,0.4919000086254889
1,AUT,8391.64,382594.8192,805059.1632,45.592377556711206,0.4752381398644517
2,BEL,11047.74,472784.8656,1129381.6609999998,42.794713271673665,0.41862275785616826
3,BRA,198686.69,2222907.222,4445219.046,11.188002689057832,0.500066970603005
4,BGR,7348.33,49797.06733,121405.1665,6.776650930211354,0.4101725549711263
5,EST,16081.9,20346.82481,47853.44081,1.2652003065558173,0.425190424462604
6,CAN,34342.78,1676666.888,3250588.813,48.821524873641565,0.5158040541130725
7,CHN,1344130.0,7362930.75,22608922.7,5.477841243034528,0.325664820376426
8,HRV,4280.62,53462.43131,108097.1785,12.489413054650962,0.4945774908454248
9,CYP,1124.84,24986.36382,46063.33182,22.21326039258917,0.5424350092094575
10,CZE,10496.09,205910.1129,548193.7584,19.61779223501323,0.37561557340781276
11,DNK,5570.57,294901.5504,606152.6323,52.93920557501298,0.48651368431911035
12,FIN,5388.27,237271.968,529475.04,44.03490693673479,0.4481268238820096
13,FRA,65342.78,2574498.432,5130046.176,39.39989134224164,0.5018470289886139
14,DEU,80274.98,3379884.5760000004,7115837.183999999,42.10383579042935,0.474980594496975
15,GRC,11104.9,253218.0677,449979.2165,22.802372619294186,0.5627328072384428
16,HUN,9971.73,119540.7751,292185.8958,11.987967494105838,0.4091257545909237
17,IND,1247236.03,1843958.283,3865701.5239999997,1.478435707954973,0.4770048260456438
18,IDN,245707.51,875658.9162,1711859.332,3.5638264219111573,0.5115250417082752
19,IRL,4580.08,223065.7728,480215.2224,48.70346648966831,0.4645120820726403
20,ITA,59379.45,2048646.072,4475042.942,34.50092703788937,0.457793611938931
21,JPN,127833.0,5838375.605,11271277.37,45.67189696713682,0.5179870402745665
22,KOR,49936.64,1092493.562,3040670.683,21.877594527785607,0.3592936150922201
23,LVA,2059.71,25061.10792,58585.339920000006,12.167299241155307,0.42777097400512953
24,LTU,3028.11,39181.5984,78302.088,12.939291637357956,0.5003902118165738
25,LUX,518.35,52919.8461,172104.9741,102.09288337995562,0.30748586074712414
26,MLT,416.27,8364.585474,26274.51041,20.094134753885697,0.31835361890573854
27,MEX,119090.02,1132750.688,1960922.188,9.51171800961995,0.5776622320518106
28,NLD,16693.07,806789.28,1723872.2880000002,48.33079116064331,0.4680098900690722
29,NOR,4953.09,445879.8197,815806.182,90.0205366145174,0.5465511656296813
30,POL,38063.25,463205.3262,1083831.106,12.16935827077299,0.42737777466962645
31,PRT,10557.56,214706.6017,454933.0897,20.336763579842312,0.4719520442920202
32,ROU,20147.53,162817.3923,371363.4915,8.081258213786008,0.4384313375618939
33,RUS,142960.87,1603619.3530000001,3262680.413,11.217190780945865,0.4915036565059981
34,SVK,5398.38,88900.7384,228356.7272,16.468040115738425,0.38930641321610254
35,SVN,2052.84,44690.5776,99911.7744,21.770122172210204,0.4473004094700574
36,ESP,46742.7,1369339.632,2830211.6160000004,29.295261762799328,0.48382941553159103
37,SWE,9449.21,496789.0302,1026105.2590000001,52.574662876579104,0.4841501647541989
38,CHE,7912.4,673542.6801,1381729.937,85.124953250594,0.4874633327858482
39,TUR,73409.46,690217.8119,1455482.2680000002,9.40230062855659,0.4742193203414553
40,GBR,63258.92,2314445.412,4597391.308,36.58686256420439,0.5034258032316269
41,USA,311644.28,15517927.0,27535973.0,49.79371673370677,0.5635510682698592
