,Country,Population,GDP,GrossOutput,GDPperCap,GDPperGrossOut
0,AUS,19651.4,397179.7267,846925.5032,20.211268749300302,0.4689665445181507
1,AUT,8081.96,190900.092,368345.6198,23.62051927997664,0.5182635050843084
2,BEL,10332.78,233176.0714,525752.2762,22.566634671404984,0.4435093901738965
3,BRA,180151.02,461769.9893,939685.5119,2.563238272533789,0.49140907617732954
4,BGR,7837.16,14675.709169999998,33196.04165,1.8725800124024516,0.4420921423322771
5,EST,12293.1,6507.121679999999,15297.986640000001,0.5293312248334431,0.4253580443707329
6,CAN,31362.0,709446.6888,1380445.2319999998,22.621219590587334,0.5139259945663677
7,CHN,1280400.0,1453811.419,3812211.8660000004,1.1354353475476413,0.38135640675328614
8,HRV,4440.0,22471.71638,45977.34662,5.061197382882884,0.48875626872788863
9,CYP,976.97,10416.98856,19763.488080000003,10.662547017820403,0.5270824926163539
10,CZE,10196.92,75236.21499,182446.1931,7.378327474374615,0.41237481424872763
11,DNK,5375.93,153959.0876,300689.3469,28.638596038266865,0.5120204263545194
12,FIN,5200.6,122947.8576,254773.008,23.64109095104411,0.4825780351111606
13,FRA,61805.27,1358494.3490000002,2646301.315,21.98023484081536,0.5133558832849691
14,DEU,82488.49,1889634.086,3636377.611,22.907851580262893,0.5196473766321403
15,GRC,10902.02,137866.0005,253427.3037,12.645913372017295,0.5440061054479033
16,HUN,10158.61,58833.475510000004,134515.4303,5.791488747968472,0.43737343276372065
17,IND,1089807.11,493672.1379,983486.0129999999,0.4529903809308052,0.5019615239815312
18,IDN,217508.06,210125.573,424059.3349,0.9660587888099411,0.4955098395594828
19,IRL,3931.95,113921.2546,256656.5486,28.973220564859677,0.4438665415763329
20,ITA,57059.01,1148752.0420000001,2455603.4869999997,20.132701951891562,0.4678084422348763
21,JPN,127445.0,3886030.555,7255717.057999999,30.49182435560438,0.53558187618622
22,KOR,47644.74,543811.8137,1248189.019,11.413889837577035,0.4356806584756535
23,LVA,2310.17,8650.065120000001,18409.4136,3.7443413774743854,0.46987184426124257
24,LTU,3443.07,12764.04165,24090.62757,3.7071687912241105,0.5298343354863461
25,LUX,446.18,21108.43968,55018.97952000001,47.30924667174683,0.38365741902440864
26,MLT,395.97,3990.73595,9645.32939,10.078379548955727,0.41374802131044686
27,MEX,104355.61,690230.5758,1187559.053,6.614216291773868,0.5812178973806366
28,NLD,16148.93,417565.6128,860237.8512,25.857169038444034,0.4854071606097214
29,NOR,4538.16,173539.1268,322105.3536,38.23997540853562,0.5387651116643843
30,POL,38230.36,175686.3374,384544.0804,4.595466466964998,0.4568691766552545
31,PRT,10419.63,118004.4349,250750.4105,11.32520395637849,0.470605151412105
32,ROU,21730.5,41590.35772,89408.40412,1.9139162798831135,0.465172800357551
33,RUS,145306.05,311722.1453,607515.5487,2.1452798785735347,0.5131097400997269
34,SVK,5376.91,22506.340809999998,57598.12417,4.185738799793933,0.3907478087927459
35,SVN,1994.53,20697.272530000002,44418.31045,10.377017407609815,0.4659626248796233
36,ESP,41431.56,645258.5279999999,1359448.459,15.574082366196203,0.4746472907657325
37,SWE,8924.96,233323.1954,472981.7287,26.142772113264375,0.4933027667713372
38,CHE,7284.75,290286.5758,590382.8518,39.8485295720512,0.4916920857625764
39,TUR,65143.05,211186.63100000002,453253.99700000003,3.241890439578743,0.4659344041041077
40,GBR,59370.48,1505418.49,2982311.539,25.356346958960074,0.5047824381569413
41,USA,287625.19,10977513.0,19175007.0,38.16603476211524,0.5724906906161755
