,Country,Population,GDP,GrossOutput,GDPperCap,GDPperGrossOut
0,AUS,23145.9,1432605.6819999998,2874155.756,61.89457666368556,0.49844399664469674
1,AUT,8479.82,381886.6552,803041.6415,45.034759605746345,0.4755502522716936
2,BEL,11182.82,466560.0691,1091329.254,41.72114628510519,0.42751540599680476
3,BRA,202408.63,2105490.766,4216646.886,10.402178830023205,0.4993282157418955
4,BGR,7265.11,47925.04991,115598.5182,6.5966034801950695,0.41458187056588064
5,EST,17072.72,22104.92136,52216.66704,1.2947510039407897,0.42333076033111744
6,CAN,35152.37,1730180.255,3356078.119,49.2194482192808,0.5155363473826218
7,CHN,1357380.0,9380358.564,29232642.46,6.91063560977766,0.32088643976799075
8,HRV,4255.69,48683.28499,98723.96802999999,11.439575013687557,0.4931252862041186
9,CYP,1143.9,22078.93019,41653.39766,19.301451341900513,0.5300631264277997
10,CZE,10514.27,186867.5758,492524.4328,17.772757956567595,0.3794077275266495
11,DNK,5614.93,292679.05600000004,601457.0229,52.12514777566239,0.48661674044275266
12,FIN,5438.97,231629.9367,511779.3507,42.587095847191655,0.4525972694740065
13,FRA,65998.66,2522488.22,5004462.75,38.22029447264536,0.5040477561752258
14,DEU,80645.6,3369203.7660000003,6914995.692000001,41.77789942662712,0.4872315061450945
15,GRC,10965.21,212473.3124,383396.3294,19.37703996549086,0.5541871324968403
16,HUN,9893.08,113315.0067,270431.95399999997,11.453966479599881,0.4190148576155317
17,IND,1278562.21,1886273.555,3780995.4289999995,1.4753083895698746,0.49888279169353106
18,IDN,252032.26,895520.1424,1752939.4419999998,3.5531964931790876,0.5108677008135916
19,IRL,4623.82,217768.2914,481233.5819,47.09705209112811,0.45252097856556506
20,ITA,60233.95,1920990.004,4098209.012,31.892147269106545,0.4687389048179664
21,JPN,127445.0,4820354.385,9378218.963,37.823016870022364,0.5139946512251209
22,KOR,50428.89,1191047.728,3201879.238,23.61836098315866,0.3719839630004184
23,LVA,2012.65,26922.68088,63011.00937000001,13.37673260626537,0.42726947479781335
24,LTU,2957.69,42038.7056,82759.84532000001,14.213357586494865,0.5079601760666993
25,LUX,543.36,55429.70936,189168.4497,102.01286322143699,0.2930177281037368
26,MLT,425.97,8962.407898000001,27688.114110000002,21.039997882479987,0.32369152562698683
27,MEX,122535.97,1209722.3909999998,2104457.903,9.872385969605494,0.574838009007206
28,NLD,16804.43,779241.4254,1659468.919,46.371190537257135,0.46957277504755723
29,NOR,5079.62,468347.4476,858418.6879,92.20127639469095,0.5455932567658165
30,POL,38040.2,467377.9593,1060614.828,12.286422240156467,0.4406670046102731
31,PRT,10457.3,198908.069,408870.4526,19.02097759459899,0.48648188621884286
32,ROU,19983.69,168725.8751,385683.0958,8.443179167611188,0.4374728292149329
33,RUS,143506.91,1788865.2880000002,3630523.903,12.46535994677887,0.4927292412320471
34,SVK,5413.39,89493.23724,226612.9217,16.531828898342813,0.39491674423789047
35,SVN,2059.95,41133.78039,91214.97047999999,19.96833922668026,0.45095426960664414
36,ESP,46620.04,1250131.233,2549224.201,26.815318755625263,0.49039673815649615
37,SWE,9600.38,511805.7631,1030249.8520000001,53.31099009622536,0.4967782932523051
38,CHE,8089.35,662515.9249,1363645.0590000001,81.89977252807704,0.4858419135737872
39,TUR,75787.33,731250.8307,1530674.1,9.648721372028808,0.47773123664926453
40,GBR,64128.23,2420100.546,4808146.665,37.738458491681435,0.5033333453857943
41,USA,316234.51,16663162.0,29571550.0,52.69242120349231,0.5634862562158561
